開催日,格,レース名,競馬場,距離,馬名,父,母,母父,馬主,生産牧場,セリ結果,写真URL
2026/05/09,G2,京都新聞杯,京都,芝2200m,コンジェスタス,コントレイル,キラモサ,Alamosa,シルクレーシング,ノーザンファーム,,
2026/05/09,,障害4歳上オープン,新潟,障2890m,ルドヴィクス,モーリス,ピーチブローフィズ,シンボリクリスエス,村木　克子,ノーザンファーム,"3,024万円（セレクトセール）",
2026/05/10,,3歳1勝クラス,京都,ダ1800m,メイショウコマチ,ルヴァンスレーヴ,メイショウタチマチ,スペシャルウィーク,松本　好隆,三嶋牧場,,
2026/05/10,,3歳未勝利,京都,芝2000m,アトレッタ,キズナ,シャッセロール,クロフネ,名古屋友豊,オリエント牧場,,
2026/05/10,,3歳未勝利,新潟,ダ1200m,エコログロウ,ドレフォン,ペイザージュ,ダイワメジャー,原村　正紀,下河辺牧場,,
2026/05/10,,3歳未勝利,京都,ダ1200m,ビサーロ,キズナ,ベルクリア,ヴァーミリアン,水上　行雄,笠松牧場,,
2026/05/10,,3歳未勝利,京都,ダ1800m,ミルボナー,ルヴァンスレーヴ,レイナアラ,マンハッタンカフェ,名古屋友豊,谷川牧場,,
2026/05/10,,3歳未勝利,東京,芝2000m,ランブルスコ,キタサンブラック,サマーハ,Singspiel,金子真人ホールディングス,ノーザンファーム,"16,500万円（セレクトセール）",
2026/05/10,,4歳上1勝クラス,東京,芝1400m,ウインイザナミ,モーリス,コスモネモシン,ゼンノロブロイ,ウイン,コスモヴューファーム,,
2026/05/10,,4歳上1勝クラス,新潟,ダ1200m,ハッピーウィズユー,キズナ,フェアエレン,Street Cry,前田　幸大,ノースヒルズ,,
2026/05/10,,4歳上1勝クラス,新潟,ダ1200m,フォンメイリー,ドレフォン,チャイナドール,スペシャルウィーク,ノルマンディーサラブレッドレーシング,ノーザンファーム,539万円（北海道サマーセール）,
2026/05/10,,4歳上2勝クラス,東京,芝1400m,レッドキングリー,サートゥルナーリア,レッドエルザ,Smart Strike,東京ホースレーシング,レイクヴィラファーム,,
2026/05/10,,4歳上2勝クラス,京都,ダ1400m,ヴィリアリート,ナダル,メリーウィドウ,ゴールドアリュール,シルクレーシング,社台コーポレーション白老ファーム,,
2026/05/10,L,メトロポリタンステークス,東京,芝2400m,ウエストナウ,キズナ,ファヴォーラ,Frankel,寺田　寿男,ノースヒルズ,,
2026/05/10,OP,平城京ステークス,京都,ダ1800m,テスティモーネ,ドレフォン,ワイズアンサー,サウスヴィグラス,宮川　純造,カタオカフアーム,,
2026/05/10,,日吉特別（4歳以上2勝クラス）,東京,ダ2100m,ロードブレイズ,ロードカナロア,ブリュネット,ダイワメジャー,ロードホースクラブ,ケイアイファーム,,
2026/05/10,,烏丸ステークス（4歳以上3勝クラス）,京都,芝2400m,レクスノヴァス,キタサンブラック,ウルティマミューズ,キングカメハメハ,ノルマンディーサラブレッドレーシング,浜本牧場,"2,310万円（北海道セレクションセール）",
2026/05/10,L,谷川岳ステークス,新潟,芝1400m,ランフォーヴァウ,ロードカナロア,キネオダンサー,ディープインパクト,窪田　芳郎,社台ファーム,"4,510万円（千葉サラブレッドセール）",
2026/05/10,G1,ＮＨＫマイルカップ,東京,芝1600m,ロデオドライブ,サートゥルナーリア,ビバリーヒルズ,スニッツェル,吉田　勝己,ノーザンファーム,,https://lh3.googleusercontent.com/d/1LHtXzRWXQGqRNL-HtYg9oUp5emOyE3VP=w1000
2026/05/16,,3歳1勝クラス,東京,芝2400m,マジョレルブルー,コントレイル,ブルーミングアレー,シンボリクリスエス,社台レースホース,社台ファーム,,
2026/05/16,,3歳未勝利,新潟,芝1000m,アカウフリューゲル,キタサンブラック,ラヴバインド,ショウナンカンプ,鈴木　昌樹,アフリートファーム,,
2026/05/16,,3歳未勝利,新潟,芝1800m,アナザーフェイス,エピファネイア,マスクオフ,ディープインパクト,社台レースホース,社台ファーム,,
2026/05/16,,3歳未勝利,京都,ダ1800m,ゴールドコット,オルフェーヴル,アプリコットフィズ,ジャングルポケット,Ｇ１レーシング,社台ファーム,,
2026/05/16,,3歳未勝利,京都,ダ1400m,ルージュバロン,コントレイル,ダンシングラグズ,Union Rags,東京ホースレーシング,ノーザンファーム,,
2026/05/16,,4歳上1勝クラス,京都,芝1600m,コルドンブルー,キズナ,ヴァイセフラウ,キングカメハメハ,ノースヒルズ,ノースヒルズ,,
2026/05/16,,4歳上1勝クラス,新潟,芝1400m,サンタアニタ,ナダル,ワンスインナムーン,アドマイヤムーン,諸江　幸祐,岡田スタツド,,
2026/05/16,,あずさ賞（3歳1勝クラス）,京都,芝2000m,レッドラージャ,コントレイル,ボインビューティー,Giant's Causeway,東京ホースレーシング,ノーザンファーム,,
2026/05/16,,上賀茂ステークス（4歳以上3勝クラス）,京都,ダ1900m,ヒルノハンブルク,ナダル,グリントオブライト,ステイゴールド,ヒルノ,目名共同トレーニングセンター,,
2026/05/16,,石打特別（4歳以上1勝クラス）,新潟,芝1800m,ルールーリマ,キズナ,エヴァイエ,ロードカナロア,ノースヒルズ,土居牧場,,
2026/05/16,OP,鞍馬ステークス,京都,芝1200m,フリッカージャブ,サートゥルナーリア,ナイキトリック,サクラバクシンオー,ウエスト．フォレスト．ステイブル,宝寄山　拓樹,,
2026/05/17,,3歳1勝クラス,京都,ダ1800m,ジャイアンバローズ,クリソベリル,サトノアイビス,Bodemeister,猪熊　広次,下河辺牧場,,
2026/05/17,,3歳未勝利,東京,ダ2100m,エクストラプッシュ,ナダル,ヘアケイリー,ディープインパクト,亀井　哲也,ノーザンファーム,"2,970万円（セレクトセール）",
2026/05/17,,3歳未勝利,京都,芝2000m,エンジェルボイス,キズナ,ザナ,Galileo,ノースヒルズ,ノースヒルズ,,
2026/05/17,,3歳未勝利,新潟,ダ1800m,オーケーリアン,ナダル,ステイウィズアンナ,ステイゴールド,小野　建,三好牧場,"1,430万円（北海道サマーセール）",
2026/05/17,,3歳未勝利,東京,芝1800m,クカイリモク,サートゥルナーリア,ウィキウィキ,フレンチデピュティ,金子真人ホールディングス,坂東牧場,,
2026/05/17,,3歳未勝利,東京,ダ1400m,デスサイズ,シスキン,トーホウハニー,ステイゴールド,東豊物産,竹島　幸治,,
2026/05/17,,3歳未勝利,京都,ダ1900m,ヒラボクソライア,ドレフォン,ヒラボクメルロー,モンテロッソ,平田牧場,辻　牧場,,
2026/05/17,,3歳未勝利,京都,芝1600m,ペプチドブッドレア,イスラボニータ,ペプチドセマム,エンパイアメーカー,沼川　一彦,木村牧場,,
2026/05/17,,3歳未勝利,東京,ダ1600m,ミライヘノティアラ,サートゥルナーリア,モナリザ,Giant's Causeway,三島　宣彦,チャンピオンズファーム,"1,760万円（セレクトセール）",
2026/05/17,,4歳上1勝クラス,新潟,ダ1800m,ゴルデールスカー,モーリス,マラムデール,フレンチデピュティ,サンデーレーシング,ノーザンファーム,,
2026/05/17,,4歳上1勝クラス,新潟,ダ1200m,スーパーバイザー,ルーラーシップ,セレブレーション,ハーツクライ,高嶋　航,吉田ファーム,,
2026/05/17,,4歳上1勝クラス,新潟,芝2000m,ベネスピラ,レイデオロ,ペイフォワード,ディープインパクト,フィールドレーシング,杵臼牧場,,
2026/05/17,,テレ玉杯（4歳以上2勝クラス）,東京,芝1600m,エルマーゴ,サートゥルナーリア,ホーリーウーマン,Tawqeet,長谷川　祐司,アスラン,"7,040万円（セレクトセール）",
2026/05/17,G1,ヴィクトリアマイル,東京,芝1600m,エンブロイダリー,アドマイヤマーズ,ロッテンマイヤー,クロフネ,シルクレーシング,ノーザンファーム,,https://lh3.googleusercontent.com/d/1AWohv8FFiWvufFAfzDZcXx1zJ3t0w-Vv=w1000
2026/05/17,,弥彦ステークス（4歳以上3勝クラス）,新潟,芝1800m,エストゥペンダ,サートゥルナーリア,エストレチャダ,Offlee Wild,Ｖｉｒｉｄｉａｎ　Ｋｅｉｂａ　Ｃｌｕｂ,オリオンファーム,"2,310万円（セレクトセール）",
2026/05/17,,白川特別（4歳以上2勝クラス）,京都,芝2400m,ベイラム,サートゥルナーリア,ベイトゥベイ,Sligo Bay,社台レースホース,社台ファーム,,
2026/05/17,,錦ステークス（4歳以上3勝クラス）,京都,芝1600m,カズミクラーシュ,モーリス,シャンボールフィズ,キングカメハメハ,吉田　和美,ノーザンファーム,"7,040万円（セレクトセール）",
2026/05/17,,障害4歳上未勝利,新潟,障2890m,ヴェールランス,キタサンブラック,ジュエラー,ヴィクトワールピサ,社台レースホース,社台ファーム,,
2026/05/17,,ＢＳイレブン賞（4歳以上3勝クラス）,東京,ダ1400m,ラファル,ドレフォン,アグネスリース,フレンチデピュティ,カナヤマホールディングス,カタオカフアーム,"2,860万円（北海道セレクションセール）",
2026/05/23,,3歳未勝利,新潟,ダ1800m,ウェルム,スワーヴリチャード,プラリーヌ,Pivotal,フジワラ・ファーム,フジワラフアーム,,
2026/05/23,,3歳未勝利,京都,芝2200m,パンチャマハブータ,アドマイヤマーズ,ツキノサバク,Oasis Dream,ウエスト．フォレスト．ステイブル,碧雲牧場,,
2026/05/23,,3歳未勝利,東京,芝2000m,ボニープリンス,レイデオロ,ルージュバック,マンハッタンカフェ,キャロットファーム,ノーザンファーム,,
2026/05/23,,3歳未勝利,新潟,ダ1800m,マシン,クリソベリル,ラインダール,クロフネ,石川　達絵,秋田牧場,"2,090万円（セレクトセール）",
2026/05/23,,4歳上1勝クラス,京都,ダ1800m,ビルンバウム,マインドユアビスケッツ,スカーレル,ゴールドアリュール,社台レースホース,社台コーポレーション白老ファーム,,
2026/05/23,,4歳上1勝クラス,京都,芝1800m,マディソンガール,キズナ,ヤンキーローズ,All American,サンデーレーシング,ノーザンファーム,,
2026/05/23,,4歳上1勝クラス,新潟,ダ1200m,ヴェントインコーダ,ドレフォン,アイスブレイク,マンハッタンカフェ,山田　信太郎,三嶋牧場,,
2026/05/23,,4歳上2勝クラス,東京,ダ1600m,キョウエイフロイデ,サトノクラウン,ケイティバローズ,マンハッタンカフェ,田中　晴夫,天羽　禮治,,
2026/05/23,,カーネーションカップ（3歳1勝クラス）,東京,芝1800m,イクシード,キタサンブラック,シャトーブランシュ,キングヘイロー,シルクレーシング,ノーザンファーム,,
2026/05/24,,3歳1勝クラス,京都,ダ1900m,ボクマダネムイヨ,クリソベリル,イイコトバカリ,エンパイアメーカー,小田切　光,桑嶋　峰雄,,
2026/05/24,,3歳未勝利,新潟,ダ1200m,アーガイルショア,ナダル,ベルプラージュ,キングカメハメハ,キャロットファーム,追分ファーム,,
2026/05/24,,3歳未勝利,東京,ダ1400m,オテンバプリンセス,ナダル,ロゼリーナ,キングカメハメハ,田畑　利彦,レイクヴィラファーム,"3,630万円（ノーザンファームミックスセール）",
2026/05/24,,3歳未勝利,新潟,芝2000m,ディアアズール,ダノンキングリー,アナスタシアブルー,ファルブラヴ,ライオンレースホース,坂東牧場,,
2026/05/24,,3歳未勝利,京都,ダ1900m,ピエナブラック,キタサンブラック,キタサンベッキー,パイロ,本谷　兼三,米田牧場,"1,650万円（北海道サマーセール）",
2026/05/24,,3歳未勝利,東京,芝1800m,ルーリングクラス,ルーラーシップ,アップライトスピン,ディープインパクト,キャロットファーム,社台コーポレーション白老ファーム,,
2026/05/24,,4歳上1勝クラス,京都,ダ1400m,ジュルナール,ロードカナロア,サマーハ,Singspiel,ＤＭＭドリームクラブ,ノーザンファーム,"7,040万円（セレクトセール）",
2026/05/24,,4歳上1勝クラス,京都,芝1400m,ペールノエル,モーリス,シュプリームギフト,ディープインパクト,サンデーレーシング,ノーザンファーム,,
2026/05/24,,フリーウェイステークス（4歳以上3勝クラス）,東京,芝1400m,レッドエヴァンス,ロードカナロア,レッドアヴァンセ,ディープインパクト,東京ホースレーシング,ノーザンファーム,,
2026/05/24,G1,優駿牝馬,東京,芝2400m,ジュウリョクピエロ,オルフェーヴル,ハッピーヴァリュー,ゼンノロブロイ,近藤　健介,飛野牧場,,img/juryokupiero-oaks.jpg
2026/05/24,,国分寺特別（4歳以上2勝クラス）,東京,芝1800m,フォルラニーニ,エピファネイア,リナーテ,ステイゴールド,サンデーレーシング,ノーザンファーム,,
2026/05/24,,聖護院特別（4歳以上2勝クラス）,京都,芝1800m,アラタマフェーヴル,オルフェーヴル,アラタマクリスエス,シンボリクリスエス,荒木　謙次,槇本牧場,,
2026/05/24,,高瀬川ステークス（4歳以上3勝クラス）,京都,ダ1200m,アンズアメ,ドレフォン,ホウライマツリ,エンパイアメーカー,ヒダカ・ブリーダーズ・ユニオン,ハクレイファーム,,
2026/05/30,,3歳1勝クラス,東京,ダ1600m,ヒシアムルーズ,サートゥルナーリア,ソーメニーウェイズ,Sightseeing,Ｈｉｓｈｉ　Ｐａｒｔｎｅｒｓ,ノーザンファーム,"14,850万円（セレクトセール）",
2026/05/30,,3歳未勝利,東京,芝2400m,ゴンファロニエーレ,エピファネイア,タッチングスピーチ,ディープインパクト,サンデーレーシング,ノーザンファーム,,
2026/05/30,,3歳未勝利,京都,芝1800m,サトノアグード,ロードカナロア,フィオドラ,Lord of England,里見　治,社台ファーム,"7,040万円（セレクトセール）",
2026/05/30,,3歳未勝利,京都,芝2400m,シートゥサミット,モーリス,フラワーバレイ,Discreet Cat,小林英一ホールディングス,出口牧場,,
2026/05/30,,4歳上2勝クラス,京都,芝1400m,サンタンカ,モーリス,ハピネス,コマンズ,ゴドルフィン,ダーレー・ジャパン・ファーム,,
2026/05/30,,葉山特別（4歳以上2勝クラス）,東京,芝1600m,ミッキーソルジャー,エピファネイア,マダムダンスアロット,Sir Prancealot,野田　みづき,社台ファーム,"8,360万円（セレクトセール）",
2026/05/30,,障害4歳上未勝利,東京,障3000m,モンツァフレイバー,エピファネイア,メープルフレイバー,キングカメハメハ,尾田　信夫,丸幸小林牧場,,
2026/05/31,,3歳未勝利,東京,ダ1600m,エフハリスト,ロードカナロア,シグナライズ,Frankel,ロードホースクラブ,ケイアイファーム,,
2026/05/31,,3歳未勝利,東京,芝1600m,トランスマーレ,エピファネイア,ランドオーバーシー,Bellamy Road,社台レースホース,社台ファーム,,
2026/05/31,,3歳未勝利,東京,ダ1600m,ヴァンデスペランス,ドレフォン,レスペランス,キングカメハメハ,シルクレーシング,ノーザンファーム,,
2026/05/31,,4歳上1勝クラス,東京,芝1800m,セイロンジェムズ,レイデオロ,シンハライト,ディープインパクト,吉田　和美,ノーザンファーム,,
2026/05/31,,4歳上2勝クラス,京都,芝2000m,フィオレストラーダ,エピファネイア,キャトルフィーユ,ディープインパクト,ロードホースクラブ,ケイアイファーム,,
2026/05/31,,渡月橋ステークス（4歳以上3勝クラス）,京都,芝1400m,スマートワイス,ロードカナロア,スマートレイアー,ディープインパクト,大川　徹,ノーザンファーム,,
2026/05/31,,與杼特別（4歳以上2勝クラス）,京都,ダ1800m,ゴッドエスパーダ,レイデオロ,キョウワゼノビア,ハーツクライ,中西　憲治,協和牧場,,
2026/05/31,,障害4歳上オープン,京都,障3170m,コンテナワールド,エピファネイア,ユッカマウンテン,アグネスタキオン,住谷　孝一,社台コーポレーション白老ファーム,"9,020万円（セレクトセール）",
2026/05/31,,青嵐賞（4歳以上2勝クラス）,東京,芝2400m,サトノパトリオット,レイデオロ,ティファニーズオナー,Street Cry,里見　治,ノーザンファーム,"13,200万円（セレクトセール）",
2026/05/31,,ＩＦＨＡ杯むらさき賞（4歳以上3勝クラス）,東京,芝1800m,レイニング,サートゥルナーリア,クルミナル,ディープインパクト,キャロットファーム,ノーザンファーム,,
2026/06/06,,2歳新馬,阪神,芝1600m,ジーティーサクラ,キタサンブラック,マニーズオンシャーロット,Mizzen Mast,田畑　利彦,ノーザンファーム,"8,580万円（ノーザンファームミックスセール）",
2026/06/06,,2歳新馬,東京,芝1600m,フィリオソラーレ,エピファネイア,フィリアプーラ,ハービンジャー,キャロットファーム,ノーザンファーム,,
2026/06/06,,3歳上1勝クラス,阪神,芝2200m,マイバレンタイン,キズナ,キトゥンズクイーン,Kitten's Joy,ノースヒルズ,ノースヒルズ,,
2026/06/06,,3歳未勝利,阪神,ダ1400m,アクアアイ,ドレフォン,アドマイヤセプター,キングカメハメハ,ＴＮレーシング,ノーザンファーム,"9,240万円（セレクトセール）",
2026/06/06,,3歳未勝利,阪神,芝1200m,タナブイハチターボ,イスラボニータ,ラブリーアモン,ソングオブウインド,田中　俊彰,平岡牧場,825万円（北海道サマーセール）,
2026/06/06,,3歳未勝利,阪神,ダ1200m,ビスケットアソート,マインドユアビスケッツ,ファビュラスギフト,エイシンフラッシュ,グリーンファーム,社台ファーム,,
2026/06/06,,3歳未勝利,阪神,芝1600m,ビーチェマーレ,ロードカナロア,ドリームアンドドゥ,Siyouni,キーファーズ,ノーザンファーム,"18,700万円（セレクトセール）",
2026/06/06,,3歳未勝利,東京,ダ1600m,ポッドジーク,キズナ,キャリサガ,Sageburg,小川　眞査雄,社台ファーム,"9,900万円（セレクトセール）",
2026/06/06,,3歳未勝利,阪神,ダ1800m,メイショウコシュウ,ナダル,メイショウササユリ,スズカマンボ,松本　好隆,三嶋牧場,,
2026/06/06,,垂水ステークス（3歳以上3勝クラス）,阪神,芝2000m,ジーティーダーリン,サートゥルナーリア,ディアマイダーリン,ハーツクライ,田畑　利彦,追分ファーム,"9,900万円（セレクトセール）",
2026/06/06,,城崎特別（3歳以上1勝クラス）,阪神,芝1800m,カフジエメンタール,ポエティックフレア,パンデリング,キングカメハメハ,加藤　千豊,レイクヴィラファーム,"5,500万円（セレクトセール）",
2026/06/06,,稲城特別（3歳以上1勝クラス）,東京,芝2400m,エリプティクカーブ,レイデオロ,メジロマリアン,メジロベイリー,池谷　誠一,レイクヴィラファーム,"5,170万円（セレクトセール）",
2026/06/06,,障害3歳上未勝利,東京,障3000m,ライラスター,ロードカナロア,ハープスター,ディープインパクト,キャロットファーム,ノーザンファーム,,
2026/06/07,,2歳新馬,東京,芝1800m,ジョドレルバンク,エフフォーリア,アースライズ,マンハッタンカフェ,吉田　勝己,ノーザンファーム,,
2026/06/07,,2歳新馬,阪神,芝1400m,ビスケットサンド,マインドユアビスケッツ,ガルデルスリール,ダイワメジャー,保坂　和孝,ノーザンファーム,"4,180万円（セレクトセール）",
2026/06/07,,3歳上1勝クラス,阪神,ダ1800m,チェリヴェント,コントレイル,クリアリーコンフューズド,Successful Appeal,中村　忠彦,ノースヒルズ,,
2026/06/07,,3歳上1勝クラス,阪神,芝1400m,ワンコールアウェイ,サートゥルナーリア,モーニングコール,ブライアンズタイム,飯田　良枝,千代田牧場,,
2026/06/07,,3歳未勝利,東京,ダ2100m,インナーパッション,キズナ,ブラインドラック,Pollard's Vision,平井　裕,追分ファーム,"5,940万円（セレクトセール）",
2026/06/07,,3歳未勝利,阪神,芝2000m,エースフライト,コントレイル,シスタリーラヴ,Bellamy Road,ＤＭＭドリームクラブ,矢野牧場,,
2026/06/07,,3歳未勝利,阪神,芝1800m,サリエンテ,キズナ,サロミナ,Lomitas,シルクレーシング,ノーザンファーム,,
2026/06/07,,3歳未勝利,東京,ダ1300m,フィールマイプラン,サトノクラウン,フィールザプリティ,ブラックタイド,櫻井　正,平岡牧場,,
2026/06/07,G1,安田記念,東京,芝1600m,シックスペンス,キズナ,フィンレイズラッキーチャーム,Twirling Candy,キャロットファーム,ノーザンファーム,,https://lh3.googleusercontent.com/d/1we4Lh_i4l5-EjRHRr-4TnPFp4dfvLGKq=w1000
2026/06/07,,小金井特別（3歳以上2勝クラス）,東京,ダ1600m,マクリール,ロードカナロア,アイリッシュシー,Galileo,シルクレーシング,ノーザンファーム,,
2026/06/07,OP,水無月ステークス,阪神,ダ1200m,アンズアメ,ドレフォン,ホウライマツリ,エンパイアメーカー,ヒダカ・ブリーダーズ・ユニオン,ハクレイファーム,,
2026/06/07,,香港ジョッキークラブトロフィー（3歳以上2勝クラス）,東京,芝2000m,ゴーラッキー,キタサンブラック,ジェットセッティング,Fast Company,吉田　和美,ノーザンファーム,,
2026/06/13,,2歳新馬,東京,芝1600m,シャンデヴァーグ,ロードカナロア,プールヴィル,Le Havre,吉田　照哉,社台ファーム,,
2026/06/13,,2歳新馬,函館,芝1200m,ダイメイビッグボス,サートゥルナーリア,ミスチヴァスミスティ,Into Mischief,宮本　昇,宮内牧場,"2,860万円（北海道セレクションセール）",
2026/06/13,,3歳上1勝クラス,東京,芝1400m,インプロペリア,ロードカナロア,パストフォリア,シンボリクリスエス,サンデーレーシング,ノーザンファーム,,
2026/06/13,,3歳上1勝クラス,函館,ダ1700m,ハヤブサオヒメサマ,ロードカナロア,フェアリーダンス,アグネスタキオン,武田　修,レイクヴィラファーム,"4,950万円（セレクトセール）",
2026/06/13,,3歳上1勝クラス,函館,芝1200m,ホワイトドラゴン,ダノンキングリー,ピースオブラヴ,マイネルラヴ,ザ・チャンピオンズ,チャンピオンズファーム,,
2026/06/13,,3歳未勝利,東京,ダ1400m,キリミツ,ルヴァンスレーヴ,アペラシオン,アドマイヤムーン,木村　廣太,本桐牧場,,
2026/06/13,,3歳未勝利,函館,芝2600m,クオンタムスター,コントレイル,サンタモニカ,Mastercraftsman,ＫＲジャパン,スマイルファーム,,
2026/06/13,,3歳未勝利,函館,ダ1000m,クロナ,スワーヴリチャード,アーマイン,Exchange Rate,村木　慎吾,隆栄牧場,"1,760万円（北海道トレーニングセール）",
2026/06/13,,3歳未勝利,阪神,芝1600m,フェルギナス,エピファネイア,カンビーナ,Hawk Wing,社台レースホース,社台ファーム,,
2026/06/13,,3歳未勝利,阪神,芝1800m,ラパンドール,コントレイル,ラビットラン,Tapit,窪田　芳郎,社台ファーム,"27,500万円（セレクトセール）",
2026/06/13,,3歳未勝利,東京,ダ1600m,ロケットパンチ,ナダル,ベルキューティ,ロードカナロア,子安裕樹ＲＣ,清水牧場,,
2026/06/13,,三田特別（3歳以上2勝クラス）,阪神,芝2200m,アスクコモンタレヴ,キズナ,ベストセラーアスク,キングカメハメハ,廣崎　利洋,ＡＳＫ　ＳＴＵＤ,,
2026/06/13,,夏至ステークス（3歳以上3勝クラス）,東京,ダ1600m,ルヴァレドクール,ルヴァンスレーヴ,アルマユディト,ヨハネスブルグ,吉田　晴哉,山際牧場,,
2026/06/13,,奥尻特別（3歳以上1勝クラス）,函館,芝2000m,ウェイクフィールド,キズナ,ハーレムライン,マンハッタンカフェ,社台レースホース,社台ファーム,,
2026/06/14,,2歳新馬,阪神,芝1800m,インカルナータ,エフフォーリア,クッカーニャ,フジキセキ,サンデーレーシング,ノーザンファーム,,
2026/06/14,,2歳新馬,東京,芝1600m,ベルウッドディープ,エフフォーリア,ディープビヨンド,ディープインパクト,鈴木　照雄,北島牧場,"2,640万円（ＪＲＡブリーズアップセール）",
2026/06/14,,3歳上1勝クラス,東京,芝2000m,ジャスティンシカゴ,スワーヴリチャード,エリカブライト,キングカメハメハ,三木　正浩,ノーザンファーム,,
2026/06/14,,3歳上1勝クラス,函館,ダ1700m,ストラーダ,ルヴァンスレーヴ,スイートジュエリー,キングカメハメハ,スリーエイチレーシング,下河辺牧場,,
2026/06/14,,3歳上1勝クラス,阪神,芝2000m,ナリタエスペランサ,キタサンブラック,ワンダーフィリー,Invincible Spirit,オースミ,三嶋牧場,,
2026/06/14,,3歳上1勝クラス,東京,ダ1600m,バスキュール,ナダル,レティキュール,ハーツクライ,サンデーレーシング,ノーザンファーム,,
2026/06/14,,3歳上1勝クラス,東京,ダ2100m,マッドゲイル,ルヴァンスレーヴ,チェリーペトルズ,ダイワメジャー,亀井　哲也,追分ファーム,"3,960万円（セレクトセール）",
2026/06/14,,3歳上1勝クラス,阪神,ダ1200m,レッドレベンディス,クリソベリル,レッドシャーロット,ロードカナロア,東京ホースレーシング,吉田ファーム,,
2026/06/14,,3歳上2勝クラス,東京,ダ1600m,ロンギングフォユー,ナダル,クールデザイン,ディープインパクト,坂本　浩一,社台ファーム,"3,960万円（セレクトセール）",
2026/06/14,,3歳未勝利,函館,芝2000m,エイカイコバチ,エピファネイア,ノーブルスコア,ディープインパクト,二木　英実,ノーザンファーム,,
2026/06/14,,3歳未勝利,阪神,芝2200m,チェルヴァーラ,エピファネイア,チェッキーノ,キングカメハメハ,サンデーレーシング,ノーザンファーム,,
2026/06/14,,3歳未勝利,函館,芝1800m,ブランヴァンダイク,エピファネイア,ブランノワール,ロードカナロア,シルクレーシング,ノーザンファーム,,
2026/06/14,,3歳未勝利,東京,ダ2100m,モデレートゲイル,ドレフォン,レインボーダリア,ブライアンズタイム,Ｇ１レーシング,追分ファーム,,
2026/06/14,,3歳未勝利,東京,ダ1300m,レゲンデ,ルヴァンスレーヴ,ミスドバウィ,Dubawi,林　正道,ノーザンファーム,,
2026/06/14,,3歳未勝利,阪神,ダ1800m,レッドホット,キズナ,スティーリンキッシーズ,Sky Mesa,ノースヒルズ,ノースヒルズ,,
2026/06/14,,八雲特別（3歳以上1勝クラス）,函館,芝1800m,モンローウォーク,キズナ,アンフィトリテ２,Sebring,エムズレーシング,ノーザンファーム,"6,820万円（ノーザンファームミックスセール）",
2026/06/14,,函館日刊スポーツ杯（3歳以上2勝クラス）,函館,芝1200m,マーブルパレス,アドマイヤマーズ,マーブルサニー,クロフネ,下村　直,丸村村下ファーム,,
2026/06/14,,武庫川特別（3歳以上2勝クラス）,阪神,芝1200m,ミロワール,ロードカナロア,オルトリンデ,ダンスインザダーク,フォレストレーシング,新冠橋本牧場,,
2026/06/14,,花のみちステークス（3歳以上3勝クラス）,阪神,芝1600m,ミナデオロ,レイデオロ,ゴールデンドックエー,Unusual Heat,サンデーレーシング,社台コーポレーション白老ファーム,,
2026/06/14,,逆瀬川特別（3歳以上2勝クラス）,阪神,ダ1800m,メイショウコマチ,ルヴァンスレーヴ,メイショウタチマチ,スペシャルウィーク,松本　好隆,三嶋牧場,,
2026/06/20,,2歳新馬,函館,芝1200m,イモージェン,サリオス,シーリア,キングカメハメハ,キャロットファーム,ノーザンファーム,,
2026/06/20,,2歳新馬,阪神,芝1400m,リュウトウコヤク,サートゥルナーリア,サルビア,ダイワメジャー,岡　浩二,サンデーヒルズ,,
2026/06/20,,3歳上1勝クラス,函館,ダ1000m,クロナ,スワーヴリチャード,アーマイン,Exchange Rate,村木　慎吾,隆栄牧場,"1,760万円（北海道トレーニングセール）",
2026/06/20,,3歳上1勝クラス,阪神,芝2400m,サガルマータ,コントレイル,コンヴィクション２,City Banker,前田　幸治,ノーザンファーム,"57,200万円（セレクトセール）",
2026/06/20,,3歳上1勝クラス,阪神,ダ1800m,ショウナンバンライ,オルフェーヴル,シュガーショック,Candy Ride,国本　哲秀,ノーザンファーム,"22,000万円（セレクトセール）",
2026/06/20,,3歳上1勝クラス,函館,ダ1700m,ディナン,ナダル,サンソヴール,キングカメハメハ,シルクレーシング,ノーザンファーム,,
2026/06/20,,3歳未勝利,東京,ダ1400m,アンジェラス,ロードカナロア,フェリス,ジャングルポケット,ロードホースクラブ,ケイアイファーム,,
2026/06/20,,3歳未勝利,函館,芝1200m,グランフィエルテ,イスラボニータ,ツバキエンジェル,フォーティナイナーズサン,京都ホースレーシング,グランデファーム,,
2026/06/20,,3歳未勝利,函館,芝2000m,ジャケットポケット,レイデオロ,サピアウォーフ,クロフネ,高橋　美雄,天羽　禮治,"2,310万円（北海道セレクションセール）",
2026/06/20,,3歳未勝利,東京,芝1800m,ジュナベーラ,スワーヴリチャード,エクセランフィーユ,Frankel,サンデーレーシング,ノーザンファーム,,
2026/06/20,,3歳未勝利,東京,ダ1600m,ダノンプレサージュ,サートゥルナーリア,シーウィルレイン,Manhattan Rain,ダノックス,ノーザンファーム,"22,000万円（セレクトセール）",
2026/06/20,,3歳未勝利,函館,芝1800m,ダーリンダーリン,ダノンキングリー,アドアード,Galileo,フィールドレーシング,オリオンファーム,"1,100万円（北海道セレクションセール）",
